codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,estrias_externas,estrias_internas,estrias_lado_rueda,estrias_lado_caja,longitud_semieje,longitud_cardan,longitud_punta_eje,diametro_asiento,diametro_asiento_lado_rueda,diametro_jh,diametro_junta_homocinetica,diametro_jh_deslizante,altura_jh,altura_punta_eje,diametro_circunferencia_agujeros,rosca_agujeros,diametro_rodamiento,diametro_menor,abs,posicion_seguro,seguro,lado,peso,dimensiones
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Astra,1998 - 2012,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Astra,2000 - 2003,1.8 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Astra,2005 - 2010,2.4 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Vectra,1993 - 1999,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Vectra,1996 - 2006,2.2 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Vectra,1998 - 2003,2.0 16v TDI,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Vectra,2006 - 2011,2.4 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Vectra,2008 - 2012,2.0 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Zafira,2001 - 2009,2.0 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Chevrolet,Zafira,2001 - 2010,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0091,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,4 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_091_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0091/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,4 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Astra,1998 - 2008,2.0 TD 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Astra,1998 - 2012,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Astra,2000 - 2003,1.8 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Astra,2005 - 2010,2.4 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Vectra,1993 - 1999,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Vectra,1996 - 2006,2.2 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Vectra,1998 - 2003,2.0 16v TDI,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Vectra,2006 - 2011,2.4 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Vectra,2008 - 2012,2.0 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Zafira,2001 - 2009,2.0 16v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Chevrolet,Zafira,2001 - 2010,2.0 8v,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0092,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 25 | ABS: 29T | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 89 | Altura JH: 164.5 | Altura Punta de Eje: 103.5 | Peso: 2,5 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 89",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_092_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0092/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,25,,,,,,52,,89,89,,164.5,103.5,,,,,29T,Externo,Externo,Derecho/Izquierdo,"2,5 kg","11,5 × 11,5 × 20 cm"
JHR-0093,Juntas Homocineticas Fijas,Chevrolet,Corsa,1998 - 2005,1.7 D,,"Parámetro: Valor | Estrias Externas: 22 | Estrias Internas: 22 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 81.5 | Altura JH: 147 | Altura Punta de Eje: 97 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_093_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0093/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,22,22,,,,,,52,,81.5,81.5,,147,97,,,,,-,Externo,Externo,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0093,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 22 | Estrias Internas: 22 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 81.5 | Altura JH: 147 | Altura Punta de Eje: 97 | Peso: 1,9 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 81.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_093_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0093/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,22,22,,,,,,52,,81.5,81.5,,147,97,,,,,-,Externo,Externo,Derecho/Izquierdo,"1,9 kg","10,5 × 10,5 × 17,5 cm"
JHR-0094,Juntas Homocineticas Fijas,Daewoo,Espero,1993 - 1998,1.5I,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 84 | Altura JH: 171.5 | Altura Punta de Eje: 109 | Peso: 2,2 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_094_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0094/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,29,,,,,,52,,84,84,,171.5,109,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","11,5 × 11,5 × 20 cm"
JHR-0094,Juntas Homocineticas Fijas,Daewoo,Espero,1993 - 1998,2.0I,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 84 | Altura JH: 171.5 | Altura Punta de Eje: 109 | Peso: 2,2 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_094_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0094/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,29,,,,,,52,,84,84,,171.5,109,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","11,5 × 11,5 × 20 cm"
JHR-0094,Juntas Homocineticas Fijas,Daewoo,Tico,1995 - 1997,0.8,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 84 | Altura JH: 171.5 | Altura Punta de Eje: 109 | Peso: 2,2 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_094_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0094/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,29,,,,,,52,,84,84,,171.5,109,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","11,5 × 11,5 × 20 cm"
JHR-0094,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 33 | Estrias Internas: 29 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 52 | Diámetro JH: 84 | Altura JH: 171.5 | Altura Punta de Eje: 109 | Peso: 2,2 kg | Dimensiones: 11,5 × 11,5 × 20 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 84",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_094_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0094/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,33,29,,,,,,52,,84,84,,171.5,109,,,,,-,Externo,Externo,Derecho/Izquierdo,"2,2 kg","11,5 × 11,5 × 20 cm"
JHR-0095,Juntas Homocineticas Fijas,Daewoo,Matiz,1998 - 2003,0.8,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 19 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 44 | Diámetro JH: 71.5 | Altura JH: 148.5 | Altura Punta de Eje: 92 | Peso: 1,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 71.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_095_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0095/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,19,,,,,,44,,71.5,71.5,,148.5,92,,,,,-,Externo,Externo,Derecho/Izquierdo,"1,5 kg","10,5 × 10,5 × 17,5 cm"
JHR-0095,Juntas Homocineticas Fijas,Daewoo,Matiz,2002 - 2005,1.0i,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 19 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 44 | Diámetro JH: 71.5 | Altura JH: 148.5 | Altura Punta de Eje: 92 | Peso: 1,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 71.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_095_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0095/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,19,,,,,,44,,71.5,71.5,,148.5,92,,,,,-,Externo,Externo,Derecho/Izquierdo,"1,5 kg","10,5 × 10,5 × 17,5 cm"
JHR-0095,Juntas Homocineticas Fijas,Marca,Modelo,Año,Versión,,"Parámetro: Valor | Estrias Externas: 23 | Estrias Internas: 19 | ABS: - | Posición Seguro: Externo | Diámetro Asiento: 44 | Diámetro JH: 71.5 | Altura JH: 148.5 | Altura Punta de Eje: 92 | Peso: 1,5 kg | Dimensiones: 10,5 × 10,5 × 17,5 cm | Lado: Derecho/Izquierdo | Seguro: Externo | Diámetro Junta Homocinética: 71.5",,Parámetro: Valor,https://www.dauer.com.ar/wp-content/uploads/2021/05/JH_095_01-2.jpg,https://www.dauer.com.ar/producto/jhr-0095/,DAUER,Detalles del Producto,Juntas Homocineticas Fijas,23,19,,,,,,44,,71.5,71.5,,148.5,92,,,,,-,Externo,Externo,Derecho/Izquierdo,"1,5 kg","10,5 × 10,5 × 17,5 cm"
